ID,GAME,RATING,TIME,MIN PLAYERS,MAX PLAYERS,REC PLAYERS,MECHANICS,DEMO,WANTS TO PLAY,OWNS,PLAYED,BGG LINK
102680,Trajan,7.79319,120,2,4,4,"Area Movement, Card Drafting, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/102680
27173,Vikings,7.27948,60,2,4,3,"Auction/Bidding, Tile Placement",,,,,https://boardgamegeek.com/boardgame/27173
123844,City Hall,6.60797,90,2,4,4,"Auction/Bidding, Tile Placement",,,,,https://boardgamegeek.com/boardgame/123844
1668,Modern Naval Battles,6.43468,90,2,6,6,"Hand Management, Take That",,,,,https://boardgamegeek.com/boardgame/1668
116954,Indigo,6.87146,30,2,4,4,"Point to Point Movement, Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/116954
158900,Samurai Spirit,6.77953,30,1,7,7,"Co-operative Play, Partnerships, Press Your Luck, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/158900
155314,Strike A Pose,6.63797,50,3,14,5,Voting,,,,,https://boardgamegeek.com/boardgame/155314
101796,SUTAKKU,6.20642,15,1,12,4,"Dice Rolling, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/101796
98315,The Adventurers: The Pyramid of Horus,6.79415,45,2,6,4,"Action Point Allowance System, Dice Rolling, Grid Movement, Pick-up and Deliver, Press Your Luck, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/98315
1661,Balance of Power,5.5,30,2,2,,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/1661
18397,Claustrophobia,5,0,2,2,2,Roll / Spin and Move,,,,,https://boardgamegeek.com/boardgame/18397
194100,Costa Rica,6.23421,45,2,5,4,"Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/194100
175495,Titan Race,6.2599,30,2,6,6,"Dice Rolling, Grid Movement, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/175495
21086,Take a Train,4,10,2,4,,"Card Drafting, Hand Management, Pattern Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/21086
60131,Ugg-Tect,6.30861,45,2,8,4,"Acting, Partnerships, Pattern Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/60131
147151,Concept,6.9255,40,4,12,6,Partnerships,,,,,https://boardgamegeek.com/boardgame/147151
157917,The Lord of the Ice Garden,7.70467,90,1,4,4,"Action / Movement Programming, Action Point Allowance System, Area Control / Area Influence, Variable Phase Order, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/157917
150999,Valley of the Kings,7.12023,45,2,4,2,"Deck / Pool Building, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/150999
169464,Defenders of the Last Stand,7.63757,120,1,5,3,"Action Point Allowance System, Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/169464
95527,Madeira,7.66061,150,2,4,4,"Area Control / Area Influence, Dice Rolling, Worker Placement",,,,,https://boardgamegeek.com/boardgame/95527
12962,Reef Encounter,7.1553,120,2,4,3,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management, Tile Placement",,,,,https://boardgamegeek.com/boardgame/12962
173292,Cup-A-Cup,5.9165,20,3,8,,"Dice Rolling, Pattern Recognition",,,,,https://boardgamegeek.com/boardgame/173292
162082,Deus,7.36485,90,2,4,3,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/162082
24270,Hoyuk,6.23109,60,2,5,4,"Action Point Allowance System, Modular Board, Simulation, Tile Placement",,,,,https://boardgamegeek.com/boardgame/24270
198836,3 Wishes,5.77035,5,3,5,3,"Memory, Set Collection",,,,,https://boardgamegeek.com/boardgame/198836
278,Catan Card Game,6.75466,90,2,2,2,"Card Drafting, Dice Rolling, Hand Management, Trading",,,,,https://boardgamegeek.com/boardgame/278
230,Merchant of Venus,7.16722,180,1,6,4,"Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move",,,,,https://boardgamegeek.com/boardgame/230
35028,Word Slam,3,30,2,6,,Card Drafting,,,,,https://boardgamegeek.com/boardgame/35028
131165,Why First?,5.74,30,2,6,4,Simultaneous Action Selection,,,,,https://boardgamegeek.com/boardgame/131165
22484,Ingenious: Travel Edition,7.12708,30,2,2,2,"Hand Management, Pattern Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/22484
109456,Nova Cry,5.56049,90,2,6,,"Auction/Bidding, Dice Rolling, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/109456
152959,The Settlers of Catan: 15th Anniversary Wood Edition,7.40782,75,3,6,3,,,,,,https://boardgamegeek.com/boardgame/152959
42052,Vinhos,7.51151,135,2,4,4,"Area Control / Area Influence, Worker Placement",,,,,https://boardgamegeek.com/boardgame/42052
34599,Toledo,6.29105,60,2,4,4,"Hand Management, Point to Point Movement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/34599
156458,RoboRama,6.36272,45,2,4,2,"Action / Movement Programming, Hand Management",,,,,https://boardgamegeek.com/boardgame/156458
184627,Stick to Colours,5.72222,20,2,4,,"Auction/Bidding, Set Collection",,,,,https://boardgamegeek.com/boardgame/184627
2987,Pirate's Cove,6.58523,90,3,5,5,"Dice Rolling, Hand Management, Pick-up and Deliver, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/2987
22488,Dragon Run,2,30,1,2,,Simultaneous Action Selection,,,,,https://boardgamegeek.com/boardgame/22488
18,RoboRally,7.12031,120,2,8,5,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/18
157354,Five Tribes,7.79835,80,2,4,2,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection",,,,,https://boardgamegeek.com/boardgame/157354
137237,Bremerhaven,6.53714,120,1,4,2,"Auction/Bidding, Pick-up and Deliver, Time Track, Worker Placement",,,,,https://boardgamegeek.com/boardgame/137237
124172,Tsuro of the Seas,6.60527,30,2,8,4,"Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/124172
115746,War of the Ring (Second Edition),8.38301,180,2,4,2,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/115746
89953,Carcassonne: The Dice Game,5.01485,10,2,5,3,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/89953
52461,Legacy: The Testament of Duke de Crecy,7.23784,60,1,4,3,"Card Drafting, Hand Management, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/52461
140717,Progress: Evolution of Technology,6.61704,90,1,5,3,"Action Point Allowance System, Card Drafting, Hand Management",,,,,https://boardgamegeek.com/boardgame/140717
43111,Chaos in the Old World,7.67853,120,3,4,4,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/43111
136888,Bruges,7.46593,60,2,4,3,"Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/136888
164153,Star Wars: Imperial Assault,8.13523,120,2,5,5,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/164153
181080,Pitch Fleet,5.57079,40,1,6,3,"Card Drafting, Partnerships",,,,,https://boardgamegeek.com/boardgame/181080
183441,A Game of Gnomes,6.52674,90,2,4,3,"Action Point Allowance System, Card Drafting, Hand Management, Pick-up and Deliver, Point to Point Movement",,,,,https://boardgamegeek.com/boardgame/183441
200147,Kanagawa,7.22487,45,2,4,4,"Card Drafting, Pattern Building, Press Your Luck, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/200147
62220,Urban Sprawl,6.76181,180,2,4,3,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Tile Placement",,,,,https://boardgamegeek.com/boardgame/62220
154203,Imperial Settlers,7.51694,90,1,4,2,"Card Drafting, Hand Management, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/154203
140933,Blueprints,6.89462,30,2,4,4,"Dice Rolling, Pattern Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/140933
182385,Rome: Rise to Power,6.48275,60,2,4,3,"Area Control / Area Influence, Card Drafting, Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/182385
144479,"Myths at War (Nordic, Egyptian and Japanese)",7.64408,20,2,6,2,"Deck / Pool Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/144479
173290,Slideways,5.05556,10,2,3,2,,,,,,https://boardgamegeek.com/boardgame/173290
73761,K2,7.11544,60,1,5,3,"Hand Management, Player Elimination, Point to Point Movement, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/73761
215,Tichu,7.59937,60,4,4,4,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",,,,,https://boardgamegeek.com/boardgame/215
153097,Heroes Wanted,6.91792,45,1,5,4,"Dice Rolling, Grid Movement, Hand Management, Pick-up and Deliver, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/153097
27710,Catan Dice Game,5.68906,15,1,4,2,"Dice Rolling, Paper-and-Pencil, Set Collection",,,,,https://boardgamegeek.com/boardgame/27710
180292,Stingy,5.41507,50,2,6,,"Set Collection, Trading",,,,,https://boardgamegeek.com/boardgame/180292
188178,Draconis Invasion,7.34666,90,1,6,3,"Card Drafting, Deck / Pool Building, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/188178
191049,Smugglers,5.65029,40,2,4,4,"Press Your Luck, Roll / Spin and Move",,,,,https://boardgamegeek.com/boardgame/191049
68425,Eminent Domain,7.11254,45,2,4,3,"Card Drafting, Deck / Pool Building, Hand Management, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/68425
17133,Railways of the World,7.68948,120,2,6,5,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/17133
191043,The Cohort,6.36506,30,2,6,6,Set Collection,,,,,https://boardgamegeek.com/boardgame/191043
8690,Buzzword,5.72512,45,4,12,6,"Paper-and-Pencil, Partnerships",,,,,https://boardgamegeek.com/boardgame/8690
155708,Tiny Epic Defenders,6.37585,30,1,4,1,"Action Point Allowance System, Area Control / Area Influence, Campaign / Battle Card Driven, Co-operative Play, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/155708
137297,Rise of Augustus,6.76827,30,2,6,4,"Card Drafting, Set Collection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/137297
31481,Galaxy Trucker,7.45817,60,2,4,4,"Dice Rolling, Partnerships, Tile Placement",,,,,https://boardgamegeek.com/boardgame/31481
70149,Ora et Labora,7.74605,180,1,4,3,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/70149
141430,Geek Out!,5.76362,30,2,99,6,"Auction/Bidding, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/141430
194607,Mystic Vale,7.31244,45,2,4,2,"Deck / Pool Building, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/194607
908,Tally Ho!,6.12532,30,2,2,2,Grid Movement,,,,,https://boardgamegeek.com/boardgame/908
102835,Lost Temple,5.90269,40,2,8,5,"Card Drafting, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/102835
146652,Legendary Encounters: An Alien Deck Building Game,7.81644,45,1,5,3,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/146652
119391,Il Vecchio,6.96229,60,2,4,3,"Area Control / Area Influence, Card Drafting, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/119391
34,Arkham Horror,6.59253,180,1,8,4,Co-operative Play,,,,,https://boardgamegeek.com/boardgame/34
118732,Titans of Industry,6.53883,90,3,6,4,"Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/118732
111799,Cuba Libre,7.75881,180,1,4,4,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/111799
97207,Dungeon Petz,7.54026,90,2,4,4,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/97207
128733,Revolver 2: Last Stand at Malpaso,7.07113,45,2,2,2,Hand Management,,,,,https://boardgamegeek.com/boardgame/128733
438,Scotland Yard,6.50783,45,3,6,2,"Partnerships, Point to Point Movement, Secret Unit Deployment",,,,,https://boardgamegeek.com/boardgame/438
125618,Libertalia,7.23138,45,2,6,4,"Hand Management, Set Collection, Simultaneous Action Selection, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/125618
2513,Colony,4.57812,360,2,6,,Action Point Allowance System,,,,,https://boardgamegeek.com/boardgame/2513
432,6 nimmt!,6.889,45,2,10,5,"Hand Management, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/432
135219,The Battle of Five Armies,7.93595,240,2,2,2,"Area Movement, Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/135219
2163,Space Hulk,7.45683,45,2,4,2,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board",,,,,https://boardgamegeek.com/boardgame/2163
10630,Memoir '44,7.54238,60,2,8,2,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",,,,,https://boardgamegeek.com/boardgame/10630
117985,Star Trek: Catan,7.04126,75,3,4,4,"Dice Rolling, Hand Management, Modular Board, Route/Network Building, Trading",,,,,https://boardgamegeek.com/boardgame/117985
187645,Star Wars: Rebellion,8.47434,240,2,4,2,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/187645
131835,Boss Monster: The Dungeon Building Card Game,6.32965,20,2,4,4,"Auction/Bidding, Hand Management, Player Elimination, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/131835
112381,Abaddon,6.72456,45,2,4,2,"Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/112381
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,8.05373,120,1,8,2,"Co-operative Play, Storytelling",,,,,https://boardgamegeek.com/boardgame/204305
161742,TacDex: Halo,5.41176,10,2,2,,,,,,,https://boardgamegeek.com/boardgame/161742
121410,Steam Park,6.94482,60,2,4,4,"Card Drafting, Dice Rolling, Memory, Modular Board",,,,,https://boardgamegeek.com/boardgame/121410
24124,Combat Commander: Mediterranean,8.51058,120,2,2,2,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/24124
136063,Forbidden Desert,7.2353,45,2,5,4,"Action Point Allowance System, Co-operative Play, Grid Movement, Modular Board, Pick-up and Deliver, Set Collection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/136063
101721,Mage Wars Arena,7.73396,90,2,2,2,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/101721
98960,Rogue Agent,5.7826,90,2,4,4,"Action Point Allowance System, Area Movement, Dice Rolling, Modular Board, Pick-up and Deliver, Worker Placement",,,,,https://boardgamegeek.com/boardgame/98960
67928,Puzzle Strike,6.72383,20,2,4,2,"Card Drafting, Deck / Pool Building, Hand Management, Player Elimination, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/67928
172308,Broom Service,7.25085,75,2,5,4,"Pick-up and Deliver, Press Your Luck, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/172308
3452,Emerald,6.368,45,2,5,3,"Dice Rolling, Roll / Spin and Move, Set Collection",,,,,https://boardgamegeek.com/boardgame/3452
24827,Traders of Osaka,6.86218,30,2,4,2,"Commodity Speculation, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/24827
186323,Tavarua,7.29828,60,1,6,4,"Hand Management, Press Your Luck, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/186323
143508,World War Z: The Game,4.54091,50,2,4,4,"Area Movement, Co-operative Play, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/143508
132229,Rogues to Riches,8.40517,120,3,5,4,"Storytelling, Voting",,,,,https://boardgamegeek.com/boardgame/132229
163685,Captain's Wager,5.69133,30,2,5,2,"Betting/Wagering, Hand Management",,,,,https://boardgamegeek.com/boardgame/163685
117942,Zooloretto: The Dice Game,6.45428,15,2,4,3,"Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/117942
15246,Pastiche,0,20,1,4,,Tile Placement,,,,,https://boardgamegeek.com/boardgame/15246
21834,Walk the Plank,4.5,10,2,4,,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/21834
2688,Battlestar Galactica,4.05058,30,2,4,,Pick-up and Deliver,,,,,https://boardgamegeek.com/boardgame/2688
20100,Wits & Wagers,6.9654,25,3,7,7,"Betting/Wagering, Paper-and-Pencil",,,,,https://boardgamegeek.com/boardgame/20100
162107,Doodle City,6.37584,30,1,6,3,"Dice Rolling, Line Drawing, Paper-and-Pencil, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/162107
160851,Lanterns: The Harvest Festival,7.00818,30,2,4,4,"Hand Management, Pattern Building, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/160851
22345,Yspahan,7.11142,60,2,4,4,"Area Control / Area Influence, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/22345
27833,Steam,7.64473,90,3,5,4,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/27833
12333,Twilight Struggle,8.33845,180,2,2,2,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/12333
127060,Bora Bora,7.58054,120,2,4,4,"Dice Rolling, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/127060
112138,Krosmaster: Arena,6.89615,60,2,4,2,"Action Point Allowance System, Card Drafting, Dice Rolling, Grid Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/112138
155695,Age of War,6.42949,30,2,6,4,"Dice Rolling, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/155695
123406,Ace Detective,6.10506,60,2,5,3,Storytelling,,,,,https://boardgamegeek.com/boardgame/123406
180231,OctoDice,6.62274,30,1,4,3,"Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/180231
165798,Auge um Auge,5,45,4,6,,Dice Rolling,,,,,https://boardgamegeek.com/boardgame/165798
